source	target	weight
Cadmium	Salt (chemistry)	1
Cell biology	Chemistry	1
Cell biology	Homeostasis	1
Cell biology	Oxygen	1
Cell biology	Reactive oxygen species	1
Cell biology	Salt (chemistry)	1
Chemistry	Homeostasis	1
Chemistry	Oxygen	1
Chemistry	Salt (chemistry)	1
Homeostasis	Oxygen	1
Homeostasis	Reactive oxygen species	1
Homeostasis	Salt (chemistry)	1
Oxygen	Reactive oxygen species	1
Oxygen	Salt (chemistry)	1
Reactive oxygen species	Salt (chemistry)	1
Abundance (ecology)	Agronomy	1
Abundance (ecology)	Biology	1
Abundance (ecology)	Ecology	1
Abundance (ecology)	Edaphic	1
Abundance (ecology)	Environmental science	1
Abundance (ecology)	Organic matter	1
Abundance (ecology)	Productivity	1
Abundance (ecology)	Sediment	1
Abundance (ecology)	Sedimentation	1
Abundance (ecology)	Soil organic matter	1
Abundance (ecology)	Soil science	1
Abundance (ecology)	Soil water	1
Abundance (ecology)	Yield (engineering)	1
Agronomy	Edaphic	1
Agronomy	Organic matter	2
Agronomy	Sediment	1
Agronomy	Sedimentation	1
Agronomy	Soil organic matter	2
Biology	Edaphic	1
Biology	Organic matter	1
Biology	Sediment	1
Biology	Sedimentation	1
Biology	Soil organic matter	1
Ecology	Edaphic	1
Ecology	Organic matter	1
Ecology	Sediment	1
Ecology	Sedimentation	1
Ecology	Soil organic matter	1
Edaphic	Environmental science	1
Edaphic	Organic matter	1
Edaphic	Productivity	1
Edaphic	Sediment	1
Edaphic	Sedimentation	1
Edaphic	Soil organic matter	1
Edaphic	Soil science	1
Edaphic	Soil water	1
Edaphic	Yield (engineering)	1
Environmental science	Organic matter	2
Environmental science	Sediment	1
Environmental science	Sedimentation	1
Environmental science	Soil organic matter	2
Organic matter	Productivity	1
Organic matter	Sediment	1
Organic matter	Sedimentation	1
Organic matter	Soil organic matter	2
Organic matter	Soil science	2
Organic matter	Soil water	2
Organic matter	Yield (engineering)	1
Productivity	Sediment	1
Productivity	Sedimentation	1
Productivity	Soil organic matter	1
Sediment	Sedimentation	1
Sediment	Soil organic matter	1
Sediment	Soil science	1
Sediment	Soil water	1
Sediment	Yield (engineering)	1
Sedimentation	Soil organic matter	1
Sedimentation	Soil science	1
Sedimentation	Soil water	1
Sedimentation	Yield (engineering)	1
Soil organic matter	Soil science	2
Soil organic matter	Soil water	2
Soil organic matter	Yield (engineering)	1
Agroforestry	Net (polyhedron)	1
Biology	Net (polyhedron)	1
Climate change	Net (polyhedron)	1
Computer science	Net (polyhedron)	1
Ecology	Net (polyhedron)	1
Environmental resource management	Net (polyhedron)	1
Environmental science	Net (polyhedron)	1
Mathematics	Net (polyhedron)	1
Agriculture	Crop residue	1
Chemistry	Crop residue	1
Chemistry	Crop rotation	1
Crop	Crop residue	1
Crop residue	Crop rotation	1
Crop residue	Crop yield	1
Crop residue	Environmental science	1
Crop residue	Fertilizer	1
Crop residue	Mathematics	1
Crop residue	Nutrient	1
Crop residue	Nutrient management	1
Crop residue	Phosphorus	1
Crop residue	Soil carbon	1
Crop residue	Soil science	1
Crop residue	Soil water	1
Crop residue	Sowing	1
Crop residue	Yield (engineering)	1
Crop rotation	Nutrient management	1
Crop rotation	Phosphorus	1
Nutrient	Soil carbon	2
Nutrient management	Soil carbon	1
Nutrient management	Soil science	1
Nutrient management	Soil water	1
Phosphorus	Soil carbon	1
Phosphorus	Soil science	1
Phosphorus	Sowing	1
Soil carbon	Sowing	1
Agronomy	Carbon fibers	1
Biology	Carbon fibers	2
Carbon fibers	Chemistry	1
Carbon fibers	Environmental science	2
Carbon fibers	Hybrid	1
Carbon fibers	Mathematics	2
Carbon fibers	Nitrogen	1
Carbon fibers	Zea mays	1
Agronomy	Dry season	2
Biology	Dry season	2
Chemistry	Dry season	1
Dry matter	Dry season	1
Dry matter	Ecology	1
Dry season	Ecology	2
Dry season	Growing season	2
Dry season	Nitrogen	1
Dry season	Nitrogen fixation	1
Ecology	Nitrogen fixation	2
Agroforestry	Cover (algebra)	2
Agronomy	Cover (algebra)	2
Biology	Cover (algebra)	2
Cover (algebra)	Cover crop	2
Cover (algebra)	Crop	2
Cover (algebra)	Engineering	2
Agriculture	Carbon fibers	1
Agroforestry	Carbon fibers	1
Biology	Natural resource economics	1
Carbon fibers	Climate change	1
Carbon fibers	Climate resilience	1
Carbon fibers	Diversity (politics)	1
Carbon fibers	Ecology	1
Carbon fibers	Economics	1
Carbon fibers	Environmental resource management	1
Carbon fibers	Geography	1
Carbon fibers	Natural resource economics	1
Carbon fibers	Political science	1
Carbon fibers	Resilience (materials science)	1
Climate resilience	Economics	1
Climate resilience	Mathematics	1
Climate resilience	Natural resource economics	1
Diversity (politics)	Economics	1
Diversity (politics)	Mathematics	1
Diversity (politics)	Natural resource economics	1
Mathematics	Political science	1
Mathematics	Resilience (materials science)	1
Chemistry	Plant density	2
Chemistry	Residue (chemistry)	1
Crop	Residue (chemistry)	1
Environmental science	Residue (chemistry)	1
Fertilizer	Plant density	1
Fertilizer	Residue (chemistry)	1
Nitrogen	Plant density	2
Nitrogen	Residue (chemistry)	1
Plant density	Residue (chemistry)	1
Residue (chemistry)	Sowing	1
Agricultural science	Biotechnology	1
Agricultural science	Incentive	1
Agricultural science	Marketing	1
Agricultural science	Mindset	1
Agricultural science	Quality (philosophy)	1
Agronomy	Incentive	1
Agronomy	Marketing	1
Agronomy	Mindset	1
Biology	Incentive	1
Biology	Marketing	1
Biology	Mindset	1
Biotechnology	Business	1
Biotechnology	Economics	2
Biotechnology	Incentive	1
Biotechnology	Marketing	1
Biotechnology	Mindset	1
Biotechnology	Production (economics)	2
Biotechnology	Quality (philosophy)	1
Business	Incentive	1
Business	Marketing	2
Business	Mindset	1
Business	Quality (philosophy)	1
Economics	Marketing	2
Economics	Mindset	1
Economics	Quality (philosophy)	1
Incentive	Marketing	1
Incentive	Mindset	1
Incentive	Production (economics)	1
Incentive	Quality (philosophy)	1
Marketing	Mindset	1
Marketing	Production (economics)	1
Marketing	Quality (philosophy)	1
Mindset	Production (economics)	1
Mindset	Quality (philosophy)	1
Agronomy	Vigna	1
Biology	Vigna	1
Crop	Vigna	1
Crop yield	Vigna	1
Cultivar	Dry matter	1
Cultivar	Leaf area index	1
Cultivar	Plant density	1
Cultivar	Vigna	1
Dry matter	Plant density	1
Dry matter	Vigna	1
Growing season	Plant density	1
Growing season	Vigna	1
Leaf area index	Vigna	1
Plant density	Vigna	1
Sowing	Vigna	1
Vigna	Yield (engineering)	1
Data collection	Statistics	1
Agricultural economics	Consumption (sociology)	1
Agricultural economics	Environmental economics	1
Agricultural economics	Food products	1
Agricultural economics	Food science	1
Agricultural economics	Food waste	1
Agricultural economics	Market economy	1
Agricultural economics	Marketing	1
Agricultural economics	Pasteurization	1
Agricultural economics	Product (mathematics)	1
Agricultural economics	Public economics	1
Agricultural economics	Welfare	1
Business	Consumption (sociology)	1
Business	Food products	1
Business	Food science	1
Business	Food waste	1
Business	Market economy	1
Business	Microeconomics	1
Business	Pasteurization	1
Business	Product (mathematics)	1
Business	Public economics	1
Business	Welfare	1
Consumption (sociology)	Economics	1
Consumption (sociology)	Environmental economics	1
Consumption (sociology)	Food products	1
Consumption (sociology)	Food science	1
Consumption (sociology)	Food waste	1
Consumption (sociology)	Market economy	1
Consumption (sociology)	Marketing	1
Consumption (sociology)	Microeconomics	1
Consumption (sociology)	Pasteurization	1
Consumption (sociology)	Product (mathematics)	1
Consumption (sociology)	Public economics	1
Consumption (sociology)	Welfare	1
Economics	Food products	1
Economics	Food science	1
Economics	Food waste	1
Economics	Market economy	1
Economics	Pasteurization	1
Economics	Product (mathematics)	1
Economics	Public economics	1
Economics	Welfare	1
Environmental economics	Food products	1
Environmental economics	Food science	1
Environmental economics	Food waste	1
Environmental economics	Market economy	1
Environmental economics	Marketing	1
Environmental economics	Microeconomics	1
Environmental economics	Pasteurization	1
Environmental economics	Product (mathematics)	1
Environmental economics	Public economics	1
Environmental economics	Welfare	1
Food products	Food science	1
Food products	Food waste	1
Food products	Market economy	1
Food products	Marketing	1
Food products	Microeconomics	1
Food products	Pasteurization	1
Food products	Product (mathematics)	1
Food products	Public economics	1
Food products	Welfare	1
Food science	Food waste	1
Food science	Market economy	1
Food science	Marketing	1
Food science	Microeconomics	1
Food science	Pasteurization	1
Food science	Product (mathematics)	1
Food science	Public economics	1
Food science	Welfare	1
Food waste	Market economy	1
Food waste	Marketing	1
Food waste	Microeconomics	1
Food waste	Pasteurization	1
Food waste	Product (mathematics)	1
Food waste	Public economics	1
Food waste	Welfare	1
Market economy	Marketing	1
Market economy	Microeconomics	1
Market economy	Pasteurization	1
Market economy	Product (mathematics)	1
Market economy	Public economics	1
Market economy	Welfare	1
Marketing	Microeconomics	1
Marketing	Pasteurization	1
Marketing	Product (mathematics)	1
Marketing	Public economics	1
Marketing	Welfare	1
Microeconomics	Pasteurization	1
Microeconomics	Product (mathematics)	1
Microeconomics	Public economics	1
Microeconomics	Welfare	1
Pasteurization	Product (mathematics)	1
Pasteurization	Public economics	1
Pasteurization	Welfare	1
Product (mathematics)	Public economics	1
Product (mathematics)	Welfare	1
Public economics	Welfare	1
Agriculture	Oil production	1
Agriculture	Petroleum engineering	1
Agriculture	Water stress	1
Agronomy	Oil production	1
Agronomy	Petroleum engineering	1
Agronomy	Water stress	3
Biology	Oil production	1
Biology	Petroleum engineering	1
Biology	Water stress	1
Canola	Crop production	1
Canola	Engineering	1
Canola	Oil production	1
Canola	Petroleum engineering	1
Canola	Production (economics)	1
Canola	Water stress	1
Crop	Oil production	1
Crop	Petroleum engineering	1
Crop	Water stress	1
Crop production	Oil production	1
Crop production	Petroleum engineering	1
Crop production	Water stress	1
Economics	Oil production	1
Economics	Petroleum engineering	1
Economics	Water stress	1
Engineering	Oil production	1
Engineering	Petroleum engineering	1
Engineering	Water stress	3
Environmental science	Oil production	1
Environmental science	Petroleum engineering	1
Environmental science	Water stress	3
Geography	Oil production	1
Geography	Petroleum engineering	1
Geography	Water stress	1
Oil production	Petroleum engineering	1
Oil production	Production (economics)	1
Oil production	Water stress	1
Petroleum engineering	Production (economics)	1
Petroleum engineering	Water stress	1
Production (economics)	Water stress	1
Ecology	Soil fertility	1
Nitrogen fixation	Soil fertility	1
Nitrogen fixation	Soil water	1
Agricultural engineering	Tiller (botany)	1
Engineering	Tiller (botany)	1
Agricultural engineering	Geology	1
Biomass (ecology)	Geology	1
Agroforestry	Zea mays	2
Geography	Zea mays	1
Production (economics)	Zea mays	1
Agronomy	Nitrogen fertilizer	2
Biology	Nitrogen fertilizer	2
Chemistry	Nitrogen fertilizer	2
Computer science	Fertilizer	1
Computer science	Human fertilization	1
Computer science	Nitrogen fertilizer	1
Environmental science	Nitrogen fertilizer	2
Fertilizer	Index (typography)	1
Fertilizer	Nitrogen fertilizer	2
Grain yield	Human fertilization	1
Grain yield	Index (typography)	1
Grain yield	Nitrogen fertilizer	1
Human fertilization	Index (typography)	1
Human fertilization	Nitrogen fertilizer	1
Index (typography)	Nitrogen fertilizer	1
Mathematics	Nitrogen fertilizer	1
Nitrogen	Nitrogen fertilizer	2
Nitrogen fertilizer	Physics	1
Nitrogen fertilizer	Yield (engineering)	1
Agricultural engineering	Benchmarking	1
Agricultural engineering	Sorghum	1
Agroforestry	Benchmarking	1
Agronomy	Benchmarking	1
Benchmarking	Biology	1
Benchmarking	Economics	1
Benchmarking	Engineering	1
Benchmarking	Environmental science	1
Benchmarking	Sorghum	1
Benchmarking	Yield (engineering)	1
Benchmarking	Zea mays	1
Economics	Zea mays	1
Engineering	Sorghum	1
Sorghum	Zea mays	1
Agricultural economics	Crop productivity	2
Agroforestry	Crop productivity	2
Agroforestry	Economic growth	1
Biology	Crop productivity	2
Climate change	Crop productivity	1
Crop	Crop productivity	2
Crop productivity	Ecology	1
Crop productivity	Economic growth	1
Crop productivity	Economics	2
Crop productivity	Environmental science	2
Crop productivity	Forestry	1
Crop productivity	Geography	1
Crop productivity	Productivity	2
Economic growth	Forestry	1
Chemistry	Stalk	1
Ecology	Nitrogen fertilizer	1
Ecology	Stalk	1
Environmental science	Stalk	1
Fertilizer	Stalk	1
Horticulture	Nitrate	1
Horticulture	Nitrogen fertilizer	1
Nitrate	Nitrogen	3
Nitrate	Nitrogen fertilizer	1
Nitrate	Stalk	1
Nitrogen	Stalk	1
Nitrogen fertilizer	Stalk	1
Agricultural economics	Cover (algebra)	1
Agricultural engineering	Cover (algebra)	1
Agricultural engineering	Crop productivity	1
Agronomy	Crop productivity	1
Business	Cover (algebra)	1
Business	Cover crop	1
Business	Crop productivity	1
Cover (algebra)	Crop productivity	1
Cover (algebra)	Economics	1
Cover (algebra)	Environmental science	1
Cover (algebra)	Productivity	1
Cover crop	Crop productivity	1
Cover crop	Productivity	1
Crop productivity	Engineering	1
Agricultural engineering	Current (fluid)	1
Agriculture	Current (fluid)	1
Agronomy	Current (fluid)	1
Biology	Current (fluid)	1
Current (fluid)	Ecology	1
Current (fluid)	Economics	1
Current (fluid)	Engineering	1
Current (fluid)	Environmental science	1
Current (fluid)	Geography	1
Current (fluid)	Maturity (psychological)	1
Current (fluid)	Meteorology	1
Current (fluid)	Political science	1
Current (fluid)	Production (economics)	1
Current (fluid)	Productivity	1
Current (fluid)	Sowing	1
Current (fluid)	Yield (engineering)	1
Economics	Maturity (psychological)	1
Maturity (psychological)	Political science	1
Maturity (psychological)	Production (economics)	1
Meteorology	Political science	1
Meteorology	Production (economics)	1
Political science	Productivity	1
Political science	Sowing	1
Production (economics)	Sowing	1
Agronomy	Resistance (ecology)	1
Biology	Resistance (ecology)	1
Chemistry	Resistance (ecology)	1
Dry matter	Resistance (ecology)	1
Nitrogen	Resistance (ecology)	1
Crop	Geometry	1
Crop	Inclination angle	1
Environmental science	Geometry	1
Environmental science	Inclination angle	1
Forestry	Geometry	1
Forestry	Inclination angle	1
Geography	Geometry	1
Geography	Inclination angle	1
Geometry	Inclination angle	1
Inclination angle	Mathematics	1
2019-20 coronavirus outbreak	Action (physics)	1
2019-20 coronavirus outbreak	Biology	1
2019-20 coronavirus outbreak	Computer science	1
2019-20 coronavirus outbreak	Content (measure theory)	1
2019-20 coronavirus outbreak	Coronavirus	1
2019-20 coronavirus outbreak	Coronavirus disease 2019 (COVID-19)	1
2019-20 coronavirus outbreak	Mathematics	1
2019-20 coronavirus outbreak	Medicine	1
2019-20 coronavirus outbreak	Physics	1
2019-20 coronavirus outbreak	Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)	1
2019-20 coronavirus outbreak	Virology	1
Action (physics)	Biology	1
Action (physics)	Computer science	1
Action (physics)	Content (measure theory)	1
Action (physics)	Coronavirus	1
Action (physics)	Coronavirus disease 2019 (COVID-19)	1
Action (physics)	Mathematics	1
Action (physics)	Medicine	1
Action (physics)	Physics	1
Action (physics)	Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)	1
Action (physics)	Virology	1
Biology	Content (measure theory)	1
Biology	Coronavirus	1
Biology	Coronavirus disease 2019 (COVID-19)	1
Biology	Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)	1
Biology	Virology	1
Computer science	Content (measure theory)	3
Computer science	Coronavirus	1
Computer science	Coronavirus disease 2019 (COVID-19)	1
Computer science	Medicine	1
Computer science	Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)	1
Computer science	Virology	1
Content (measure theory)	Coronavirus	1
Content (measure theory)	Coronavirus disease 2019 (COVID-19)	1
Content (measure theory)	Mathematics	3
Content (measure theory)	Medicine	1
Content (measure theory)	Physics	1
Content (measure theory)	Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)	1
Content (measure theory)	Virology	1
Coronavirus	Coronavirus disease 2019 (COVID-19)	1
Coronavirus	Mathematics	1
Coronavirus	Medicine	1
Coronavirus	Physics	1
Coronavirus	Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)	1
Coronavirus	Virology	1
Coronavirus disease 2019 (COVID-19)	Mathematics	1
Coronavirus disease 2019 (COVID-19)	Medicine	1
Coronavirus disease 2019 (COVID-19)	Physics	1
Coronavirus disease 2019 (COVID-19)	Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)	1
